title,original_title,budget,genre,language,spoken_languages,homepage,overview,popularity,runtime,revenue,release_date,vote_average,vote_count,production_countries,mpaa_rating,critics_pick,byline,headline,summary_short,publication_date,opening_date,date_updated,link.type,link.url,link.suggested_link_text,multimedia.type,multimedia.src,multimedia.height,multimedia.width,multimedia,genres,original_language,web_url,snippet,source,keywords,pub_date,word_count,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.organization
Falling Inn Love,Falling Inn Love,0,"Romance, Comedy",en,English,https://www.netflix.com/title/80999781,"When a San Francisco exec wins a New Zealand inn, she ditches city life to remodel and flip the rustic property with help from a handsome contractor.",16.267,98,0,2019-08-29,6.52,1085,United States of America,TV-PG,0.0,HELEN T. VERONGOS,‘Falling Inn Love’ Review: A Prize That Needs Some Work,"It’s hard to find a reliable, talented, reasonably priced, eco-friendly contractor these days.",2019-08-29,2019-08-29,2019-08-29 15:02:02,article,https://www.nytimes.com/2019/08/29/movies/falling-inn-love-review.html,Read the New York Times Review of Falling Inn Love,mediumThreeByTwo210,https://static01.nyt.com/images/2019/08/30/arts/00FALLING-INN-LOVE/00FALLING-INN-LOVE-mediumThreeByTwo210.jpg,140.0,210.0,,,,,,,,,,,,,,,,,,
"Love, Antosha","Love, Antosha",0,Documentary,en,"Russian, English",https://antonyelchindoc.com/,"From a prolific career in film and television, Anton Yelchin left an indelible legacy as an actor. Through his journals and other writings, his photography, the original music he wrote, and interviews with his family, friends, and colleagues, this film looks not just at Anton's impressive career, but at a broader portrait of the man.",7.378,92,0,2019-08-02,7.365,48,United States of America,R,1.0,GLENN KENNY,"‘Love, Antosha’ Review: A Heartbreaking Look at an Actor’s Too-Short Life","Anton Yelchin, who played Chekov in the J.J. Abrams-produced “Star Trek” films, assembled an eclectic filmography before his death at 27 in 2016.",2019-08-08,2019-08-02,2019-08-16 16:44:02,article,https://www.nytimes.com/2019/08/08/movies/love-anthosa-review.html,"Read the New York Times Review of Love, Antosha",mediumThreeByTwo210,https://static01.nyt.com/images/2019/08/08/arts/08loveantosha/merlin_158822364_63a35885-75b9-4efb-8f54-83cd890aada9-mediumThreeByTwo210.jpg,140.0,210.0,,,,,,,,,,,,,,,,,,
The Lion King,The Lion King,45000000,"Family, Animation, Drama",en,English,http://movies.disney.com/the-lion-king,"A young lion prince is cast out of his pride by his cruel uncle, who claims he killed his father. While the uncle rules with an iron paw, the prince grows up beyond the Savannah, living by a philosophy: No worries for the rest of your days. But when his past comes to haunt him, the young prince must decide his fate: Will he remain an outcast or face his demons and become what he needs to be?",132.318,89,763455561,1994-06-24,8.257,16824,United States of America,PG,0.0,A.O. SCOTT,‘The Lion King’ Review: The Art of Herding Digital Cats,"Beyoncé, Donald Glover and Seth Rogen are some of the famous voices in a super-realistic version of the Disney and Broadway favorite.",2019-07-11,2019-07-19,2019-08-11 16:44:01,article,https://www.nytimes.com/2019/07/11/movies/the-lion-king-review.html,Read the New York Times Review of The Lion King,mediumThreeByTwo210,https://static01.nyt.com/images/2019/07/11/arts/11lionking1/11lionking1-mediumThreeByTwo210.jpg,140.0,210.0,,,,,,,,,,,,,,,,,,
Guava Island,Guava Island,0,"Comedy, Thriller, Music",en,English,https://www.amazon.com/dp/B07QH2V6GT/,"Deni Maroon, a musician and dock worker is determined to pull off a music festival against the interests of the local factory owner.",9.725,55,0,2019-04-13,6.724,297,"Cuba, United States of America",TV-MA,0.0,JASON BAILEY,‘Guava Island’ Review: Donald Glover’s Island Getaway Is a Casual Charmer,"The star, along with Rihanna and his “Atlanta” collaborators, crafts a freewheeling paean to the pleasures of taking it easy.",2019-04-13,2019-04-13,2019-04-14 15:52:02,article,https://www.nytimes.com/2019/04/13/movies/guava-island-review-donald-glover.html,Read the New York Times Review of Guava Island,mediumThreeByTwo210,https://static01.nyt.com/images/2019/04/13/us/13guava-island-review-1/merlin_153476334_9309a9d6-1a6f-47a3-9b17-133a38b3cb26-mediumThreeByTwo210.jpg,140.0,210.0,,,,,,,,,,,,,,,,,,
The Legend of Cocaine Island,The Legend of Cocaine Island,0,Documentary,en,English,https://www.netflix.com/title/80999977,"Rodney is an American dreamer. His glass is not only half full, but it's half full of the finest wine you've ever tasted. But when the great recession wipes out his construction business in Central Florida, his family faces a nightmare of debt. One evening around a campfire, Rodney hears a story from an old, bare-footed hippy that just might solve his family's problems. There's an island. There's a map. And there's buried treasure...$2 million dollars just waiting for someone to dig it up. Rodney is hooked. But there's just one slight, itty-bitty problem...he doesn't have a shovel. Oh, and the $2 million dollars just happens to be in cocaine form.",3.034,83,0,2018-04-20,6.0,10,United States of America,TV-MA,0.0,ELISABETH VINCENTELLI,‘The Legend of Cocaine Island’ Review: Florida Man’s Silly Odyssey,A harebrained scheme ends in comic confusion in Theo Love’s goofy documentary.,2019-03-29,2019-03-29,2019-03-29 12:04:03,article,https://www.nytimes.com/2019/03/29/movies/the-legend-of-cocaine-island-review.html,Read the New York Times Review of The Legend of Cocaine Island,mediumThreeByTwo210,https://static01.nyt.com/images/2019/03/28/arts/legend1/legend1-mediumThreeByTwo210.jpg,140.0,210.0,,,,,,,,,,,,,,,,,,
"Berlin, I Love You","Berlin, I Love You",0,Drama,en,"English, German",,An anthology feature of 10 stories of romance set in the German capital.,8.843,120,0,2019-02-08,4.718,71,Germany,R,0.0,GLENN KENNY,"‘Berlin, I Love You’ Review: Many Stories, Not Much Feeling","The once-divided nature of Berlin isn’t given much consideration in this film, part of the Cities of Love series.",2019-02-07,2019-02-08,2019-02-15 17:44:01,article,https://www.nytimes.com/2019/02/07/movies/berlin-i-love-you-review.html,"Read the New York Times Review of Berlin, I Love You",mediumThreeByTwo210,https://static01.nyt.com/images/2019/02/08/arts/08berlin1/08berlin1-mediumThreeByTwo210.jpg,140.0,210.0,,,,,,,,,,,,,,,,,,
The Clovehitch Killer,The Clovehitch Killer,0,"Drama, Mystery, Crime",en,English,http://www.ifcfilms.com/films/the-clovehitch-killer,A picture-perfect family is torn apart after Tyler finds a cache of disturbing images in his father's possession. He begins to suspect that the man he trusts most in the world may be responsible for the murder of 13 women ten years prior.,14.859,109,0,2018-11-16,6.429,592,United States of America,,0.0,JEANNETTE CATSOULIS,‘The Clovehitch Killer’ Review: Unsolved Murders Haunt a Small Town,"Favoring atmosphere over action, this slow-burning thriller follows the search for a serial killer in a Kentucky town.",2018-11-15,2018-11-16,2018-11-22 17:44:01,article,https://www.nytimes.com/2018/11/15/movies/the-clovehitch-killer-review.html,Read the New York Times Review of The Clovehitch Killer,mediumThreeByTwo210,https://static01.nyt.com/images/2018/11/13/arts/clovehitch1/clovehitch1-mediumThreeByTwo210.jpg,140.0,210.0,,,,,,,,,,,,,,,,,,
They'll Love Me When I'm Dead,They'll Love Me When I'm Dead,0,Documentary,en,"English, Croatian, French",https://www.netflix.com/title/80124722,"As his life comes to its end, famous Hollywood director Orson Welles puts it all on the line at the chance for renewed success with the film The Other Side of the Wind.",6.017,98,0,2018-08-31,7.188,120,United States of America,,0.0,MANOHLA DARGIS,Review: ‘They’ll Love Me When I’m Dead’ Documents Orson Welles’s Last Film,Morgan Neville’s movie tells the tumultuous behind-the-scenes story of the making and near-unmaking of “The Other Side of the Wind.”,2018-11-01,2018-11-02,2018-11-09 17:44:02,article,https://www.nytimes.com/2018/11/01/movies/theyll-love-me-when-im-dead-review-documentary.html,Read the New York Times Review of They'll Love Me When I'm Dead,mediumThreeByTwo210,https://static01.nyt.com/images/2018/11/02/arts/02theyllloveme-1/02theyllloveme-1-mediumThreeByTwo210.jpg,140.0,210.0,,,,,,,,,,,,,,,,,,
"Love, Gilda","Love, Gilda",0,Documentary,en,English,http://lovegilda.com/,"Diaries, audiotapes, videotapes and testimonies from friends and colleagues offer insight into the life and career of Gilda Radner -- the beloved comic and actress who became an icon on Saturday Night Live.",4.723,84,0,2018-04-18,7.2,40,,,0.0,JASON ZINOMAN,"Review: In ‘Love, Gilda,’ a Portrait of a Brief and Brilliant Career","Adding to the booming genre of comedian documentaries, this film is an affectionate portrait of one of the first major stars of “Saturday Night Live.”",2018-09-20,2018-09-21,2018-10-19 16:44:01,article,https://www.nytimes.com/2018/09/20/movies/love-gilda-review-saturday-night-live-documentary.html,"Read the New York Times Review of Love, Gilda",mediumThreeByTwo210,https://static01.nyt.com/images/2018/09/21/arts/21lovegilda1/lovegilda1-mediumThreeByTwo210.jpg,140.0,210.0,,,,,,,,,,,,,,,,,,
"Love, Cecil","Love, Cecil",0,Documentary,en,English,,"A documentary about Academy Award-winning costume designer Cecil Beaton. A respected photographer, artist, and set designer, Beaton was best known for designing on award-winning films such as 'Gigi' (1958) and 'My Fair Lady' (1964). The film features archive footage and interviews with a number of models, artists, and filmmakers who worked closely with Beaton during his illustrious career.",1.361,98,0,2017-12-01,6.417,12,United States of America,,0.0,GLENN KENNY,"Review: In ‘Love, Cecil,’ an Aesthete Ahead of His Time","Lisa Immordino Vreeland’s new documentary is about Cecil Beaton, the British dandy, photographer and theatrical designer.",2018-06-28,2018-06-29,2018-07-28 16:44:02,article,https://www.nytimes.com/2018/06/28/movies/love-cecil-beaton-documentary-review.html,"Read the New York Times Review of Love, Cecil",mediumThreeByTwo210,https://static01.nyt.com/images/2018/06/29/arts/29lovececil/merlin_140124837_c3d0fc14-7d85-4e66-859b-4168a7a4c1b9-mediumThreeByTwo210.jpg,140.0,210.0,,,,,,,,,,,,,,,,,,
Love After Love,Love After Love,0,Drama,en,English,,A sixty-something mother and her two adult sons cope and move onward following the death of their larger-than-life father/husband.,2.888,93,0,2018-03-30,5.605,19,United States of America,,1.0,JEANNETTE CATSOULIS,"Review: In ‘Love After Love,’ an Unflinching Look at Extended Grief",Russ Harbaugh’s debut feature delivers something rarely seen in American movies: a warts-and-all examination of extended grief.,2018-03-29,2018-03-30,2018-04-27 16:44:02,article,https://www.nytimes.com/2018/03/29/movies/love-after-love-review.html,Read the New York Times Review of Love After Love,mediumThreeByTwo210,https://static01.nyt.com/images/2018/03/30/arts/30love1/merlin_135773490_42734cf4-6ad9-4642-8238-b24fc85e7386-mediumThreeByTwo210.jpg,140.0,210.0,,,,,,,,,,,,,,,,,,
"Love, Simon","Love, Simon",17000000,"Comedy, Drama, Romance",en,English,https://LoveSimonMovie.com,Everyone deserves a great love story. But for seventeen-year old Simon Spier it's a little more complicated: he's yet to tell his family or friends he's gay and he doesn't know the identity of the anonymous classmate he's fallen for online.,21.517,110,66316289,2018-02-16,8.045,5711,United States of America,PG-13,0.0,GLENN KENNY,"Review: In ‘Love, Simon,’ a Glossy Teen Romance, the Hero Has a Secret","This comedy set in a particularly idyllic Atlanta suburb has a gay love story, a blackmailing weasel and surprising emotional resonance.",2018-03-15,2018-03-16,2018-04-15 16:44:01,article,https://www.nytimes.com/2018/03/15/movies/love-simon-review.html,"Read the New York Times Review of Love, Simon",mediumThreeByTwo210,https://static01.nyt.com/images/2018/03/16/movies/16lovesimon1/merlin_135108750_0e9e6006-f6a5-49d2-9644-27141ea29e98-mediumThreeByTwo210.jpg,140.0,210.0,,,,,,,,,,,,,,,,,,
Lover for a Day,L'Amant d'un jour,0,Drama,fr,French,,"After a bad breakup, the only place 23-year-old Jeanne has to stay in Paris is the flat of her father. But when Jeanne arrives, she finds that his new girlfriend has moved in too: Arianne, a young woman her own age. Each is looking for their own kind of love in a city filled with possibilities.",5.07,76,23692,2017-05-31,6.2,71,France,,0.0,MANOHLA DARGIS,Review: A Man and a Woman (and Another Woman) in ‘Lover for a Day’,"In Philippe Garrel’s drama, a 23-year-old woman moves in with her father and his 23-year-old girlfriend. Complications ensue.",2018-01-11,2018-01-12,2018-02-11 17:44:01,article,https://www.nytimes.com/2018/01/11/movies/lover-for-a-day-review-philippe-garrel.html,Read the New York Times Review of Lover for a Day,mediumThreeByTwo210,https://static01.nyt.com/images/2018/01/12/arts/12loverforaday-p1/12loverforaday-1515676500382-mediumThreeByTwo210.jpg,140.0,210.0,,,,,,,,,,,,,,,,,,
Killing for Love,Das Versprechen,300000,"Crime, Documentary",de,"English, German",http://promise-movie.com/the-movie/,"Derek and Nancy Haysom were brutally murdered in their house in Lynchburg, Virginia, on March 30, 1985. Suspicion fell on their daughter Elizabeth and her boyfriend Jens Söring. They flee to Europe, but are caught and extradited to the U.S. Elizabeth is sentenced to 90 years in jail for incitement to murder, Jens Söring to two life sentences. Karin Steinberger, Marcus Vetter and their team spent over three years researching this case, which achieved world-wide notoriety. They uncovered new evidence, including the fact none of the blood samples found at the scene of the crime belonged to Jens Söring.",2.698,131,0,2016-10-27,6.3,39,"Sweden, Germany, United Kingdom, Netherlands, Denmark",,0.0,BEN KENIGSBERG,Review: ‘Killing for Love’ Revisits a Virginia Murder Case,"The true-crime documentary lays out a persuasive case for reasonable doubt in the case against Jens Soering, who was convicted, along with his girlfriend.",2017-12-14,2017-12-15,2017-12-22 17:44:01,article,https://www.nytimes.com/2017/12/14/movies/killing-for-love-review.html,Read the New York Times Review of Killing for Love,mediumThreeByTwo210,https://static01.nyt.com/images/2017/12/15/movies/15killingforlove2/15killingforlove2-mediumThreeByTwo210.jpg,140.0,210.0,,,,,,,,,,,,,,,,,,
Love Beats Rhymes,Love Beats Rhymes,0,"Music, Drama",en,English,,"A young woman dreams of making it big in the world of hip hop, but her parents demand that she finish her university degree. She dutifully agrees to complete her education, but her spoken word proves to have a powerful impact in the classroom.",7.373,105,0,2017-12-01,5.682,88,United States of America,R,0.0,GLENN KENNY,"Review: In ‘Love Beats Rhymes,’ a Hip-Hop Artist Transformed by Poetry","The rap luminary RZA and the hip-hop musician Azealia Banks team up for a story of rap and poetry, “Love Beats Rhymes.”",2017-11-30,2017-12-01,2017-12-08 17:44:01,article,https://www.nytimes.com/2017/11/30/movies/love-beats-rhymes-azealia-banks-rza.html,Read the New York Times Review of Love Beats Rhymes,mediumThreeByTwo210,https://static01.nyt.com/images/2017/12/01/arts/01LOVE-BEATS1/LOVE-BEATS1-mediumThreeByTwo210.jpg,140.0,210.0,,,,,,,,,,,,,,,,,,
